cas,chemical_name,wave,original_selection_status,selection_source,true_cameo_groups,sole_group_of,section10_categories,section10_has_real_evidence,signature_peer_count,signature_rank,unique_risk_pair_types,safety_flag,in_eval_testset_FYI_NOT_USED_IN_DECISION,recommendation,reason
7789-61-9,ANTIMONY TRIBROMIDE,wave2,REVIEW,wave2_expansion,3;32;50,,metal;water,True,3,rank_4_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(3, 32, 50) 물질 4종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7789-69-7,PHOSPHORUS PENTABROMIDE,wave2,DUPLICATE,wave2_expansion,3;32;50,,combustible_reducing;metal;water,True,3,rank_2_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(3, 32, 50) 물질 4종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7790-98-9,AMMONIUM PERCHLORATE,wave2,DUPLICATE,wave2_expansion,50;60,,combustible_reducing;water,True,4,rank_4_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(50, 60) 물질 5종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7790-99-0,IODINE MONOCHLORIDE,wave2,DUPLICATE,wave2_expansion,32;50,,metal;water,True,3,rank_3_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(32, 50) 물질 4종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7791-10-8,STRONTIUM CHLORATE,wave2,DUPLICATE,wave2_expansion,50,,no_data,False,29,rank_30_of_30,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(50,) 물질 30종 중 30순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7791-21-1,CHLORINE MONOXIDE,wave2,DUPLICATE,wave2_expansion,32;50,,combustible_reducing;water,True,3,rank_4_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(32, 50) 물질 4종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
87-90-1,"TRICHLORO-S-TRIAZINETRIONE, DRY",wave2,DUPLICATE,wave2_expansion,7;32;50;60,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(7, 32, 50, 60) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
13410-01-0,SODIUM SELENATE,wave2,REVIEW,wave2_expansion,51;61,,no_data,False,10,rank_5_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 5순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
13718-26-8,SODIUM VANADATE,wave2,DUPLICATE,wave2_expansion,51;61,,combustible_reducing;metal;water,True,10,rank_1_of_11,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(51, 61) 물질 11종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
13769-43-2,POTASSIUM METAVANADATE,wave2,DUPLICATE,wave2_expansion,51;61,,no_data,False,10,rank_6_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 6순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
14019-91-1,CALCIUM SELENATE,wave2,DUPLICATE,wave2_expansion,51;61,,no_data,False,10,rank_7_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 7순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
15699-18-0,NICKEL AMMONIUM SULFATE,wave2,REVIEW,wave2_expansion,51;60,,combustible_reducing;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(51, 60) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
1643-20-5,DIMETHYLDODECYLAMINE-N-OXIDE,wave2,REVIEW,wave2_expansion,14;51,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (14, 51)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
7631-89-2,SODIUM ARSENATE,wave2,DUPLICATE,wave2_expansion,51;61,,no_data,False,10,rank_8_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 8순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7778-39-4,"ARSENIC ACID, LIQUID",wave2,REVIEW,wave2_expansion,5;51;68,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (5, 51, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
7778-44-1,CALCIUM ARSENATE,wave2,DUPLICATE,wave2_expansion,51;61,,no_data,False,10,rank_9_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 9순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7784-37-4,MERCURIC ARSENATE,wave2,DUPLICATE,wave2_expansion,51;61,,no_data,False,10,rank_10_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 10순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7784-44-3,AMMONIUM ARSENATE,wave2,DUPLICATE,wave2_expansion,51;60,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 60) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7787-41-9,BARIUM SELENATE,wave2,DUPLICATE,wave2_expansion,51;61,,combustible_reducing;metal;water,True,10,rank_2_of_11,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7790-59-2,POTASSIUM SELENATE,wave2,DUPLICATE,wave2_expansion,51;61,,no_data,False,10,rank_11_of_11,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 11순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7803-55-6,AMMONIUM METAVANADATE,wave2,DUPLICATE,wave2_expansion,51;60,,combustible_reducing;metal;water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(51, 60) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
10049-05-5,CHROMOUS CHLORIDE,wave2,REVIEW,wave2_expansion,58,,combustible_reducing;water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(58,) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
122-66-7,"1,2-DIPHENYLHYDRAZINE",wave2,REVIEW,wave2_expansion,14;17;35;58,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (14, 17, 35, 58)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
21651-19-4,TIN(II) OXIDE,wave2,DUPLICATE,wave2_expansion,58,,combustible_reducing;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(58,) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
540-72-7,SODIUM THIOCYANATE,wave2,REVIEW,wave2_expansion,58;61;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (58, 61, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,wave2,REVIEW,wave2_expansion,58;60,,combustible_reducing;metal;water,True,3,rank_2_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(58, 60) 물질 4종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
592-85-8,MERCURY THIOCYANATE,wave2,REVIEW,wave2_expansion,58;61,,no_data,False,1,rank_1_of_2,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(58, 61) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
592-87-0,LEAD THIOCYANATE,wave2,DUPLICATE,wave2_expansion,58;61,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(58, 61) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
603-35-0,TRIPHENYL PHOSPHINE,wave2,REVIEW,wave2_expansion,14;58,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (14, 58)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
6303-21-5,HYPOPHOSPHOROUS ACID,wave2,REVIEW,wave2_expansion,5;58,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (5, 58)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
7704-34-9,"SULFUR, MOLTEN",wave2,DUPLICATE,wave2_expansion,58,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(58,) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7758-94-3,"FERROUS CHLORIDE, SOLID",wave2,REVIEW,wave2_expansion,58;68,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (58, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
7772-99-8,"STANNOUS CHLORIDE, SOLID",wave2,DUPLICATE,wave2_expansion,58;60,,combustible_reducing;metal;water,True,3,rank_3_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(58, 60) 물질 4종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7783-47-3,STANNOUS FLUORIDE,wave2,REVIEW,wave2_expansion,29;58;60,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (29, 58, 60)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
7789-60-8,PHOSPHORUS TRIBROMIDE,wave2,REVIEW,wave2_expansion,3;58,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (3, 58)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
7803-65-8,AMMONIUM HYPOPHOSPHITE,wave2,DUPLICATE,wave2_expansion,58;60,,combustible_reducing;water,True,3,rank_4_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(58, 60) 물질 4종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
127-95-7,POTASSIUM HYDROGEN OXALATE,wave2,REVIEW,wave2_expansion,59;61,,combustible_reducing;water,True,6,rank_3_of_7,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(59, 61) 물질 7종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
1327-53-3,ARSENIC TRIOXIDE,wave2,REVIEW,wave2_expansion,59;60,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (59, 60)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
140-08-9,TRIS(2-CHLOROETHYL)PHOSPHITE,wave2,REVIEW,wave2_expansion,31;59;66,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (31, 59, 66)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
15283-51-9,FERROUS FLUOROBORATE,wave2,REVIEW,wave2_expansion,59;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (59, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
1758-73-2,THIOUREA DIOXIDE,wave2,REVIEW,wave2_expansion,5;12;59,,water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (5, 12, 59)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['water'])"
301-13-3,TRIS(2-ETHYLHEXYL) PHOSPHITE,wave2,REVIEW,wave2_expansion,59;66,,combustible_reducing;water,True,1,rank_1_of_2,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(59, 66) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
516-03-0,FERROUS OXALATE,wave2,DUPLICATE,wave2_expansion,59;61,,combustible_reducing;water,True,6,rank_4_of_7,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(59, 61) 물질 7종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
591-08-2,1-ACETYL-2-THIOUREA,wave2,REVIEW,wave2_expansion,12;59;64,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (12, 59, 64)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
62-76-0,SODIUM OXALATE,wave2,DUPLICATE,wave2_expansion,59;61,,combustible_reducing;water,True,6,rank_5_of_7,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(59, 61) 물질 7종 중 5순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,wave2,DUPLICATE,wave2_expansion,59;61,,combustible_reducing;metal;water,True,6,rank_2_of_7,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(59, 61) 물질 7종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7681-11-0,POTASSIUM IODIDE,wave2,DUPLICATE,wave2_expansion,59;61,,combustible_reducing;water,True,6,rank_6_of_7,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(59, 61) 물질 7종 중 6순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7782-42-5,GRAPHITE (NATURAL),wave2,REVIEW,wave2_expansion,33;59,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(33, 59) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
998-40-3,TRIBUTYLPHOSPHANE,wave2,REVIEW,wave2_expansion,14;59,,water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (14, 59)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['water'])"
108-95-2,"PHENOL SOLUTION, [AQUEOUS]",wave2,REVIEW,wave2_expansion,5;55;68,,metal,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (5, 55, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['metal'])"
110-22-5,"ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE]",wave2,REVIEW,wave2_expansion,53;68,,combustible_reducing;water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(53, 68) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
117-80-6,DICHLONE,wave2,REVIEW,wave2_expansion,16;38;68,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (16, 38, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
118-96-7,"TNT, WETTED WITH NOT LESS THAN 30% WATER",wave2,REVIEW,wave2_expansion,46;68,,no_data,False,3,rank_1_of_4,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(46, 68) 물질 4종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
1194-65-6,DICHLOBENIL,wave2,REVIEW,wave2_expansion,16;45;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (16, 45, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
121-82-4,"CYCLOTRIMETHYLENE TRINITRAMINE, [DESENSITIZED]",wave2,REVIEW,wave2_expansion,17;46;68,,no_data,False,2,rank_2_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(17, 46, 68) 물질 3종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
12262-58-7,"CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION",wave2,REVIEW,wave2_expansion,1;8;53;68,,combustible_reducing;water,True,1,rank_1_of_2,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(1, 8, 53, 68) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
124-09-4,"HEXAMETHYLENEDIAMINE, SOLID",wave2,REVIEW,wave2_expansion,14;68,,metal,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (14, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['metal'])"
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,wave2,REVIEW,wave2_expansion,67;68,,no_data,False,2,rank_1_of_3,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(67, 68) 물질 3종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
131-74-8,"AMMONIUM PICRATE, WETTED WITH NOT LESS THAN 10% WATER",wave2,REVIEW,wave2_expansion,46;54;60;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (46, 54, 60, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",wave2,REVIEW,wave2_expansion,18;68,,combustible_reducing;metal;water,True,4,rank_2_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(18, 68) 물질 5종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
1310-82-3,RUBIDIUM HYDROXIDE,wave2,DUPLICATE,wave2_expansion,18;68,,combustible_reducing;metal;water,True,4,rank_3_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(18, 68) 물질 5종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
1312-73-8,"POTASSIUM SULFIDE, HYDRATED, WITH NOT LESS THAN 30% WATER OF CRYSTALLIZATION",wave2,REVIEW,wave2_expansion,63;68,,water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (63, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['water'])"
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",wave2,REVIEW,wave2_expansion,29;60;68,,combustible_reducing;metal;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(29, 60, 68) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
137-41-7,POTASSIUM N-METHYLDITHIOCARBAMATE,wave2,DUPLICATE,wave2_expansion,67;68,,no_data,False,2,rank_2_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(67, 68) 물질 3종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
137-42-8,"METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)",wave2,DUPLICATE,wave2_expansion,67;68,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(67, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",wave2,REVIEW,wave2_expansion,65;68,,combustible_reducing;water,True,3,rank_3_of_4,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(65, 68) 물질 4종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
13814-96-5,LEAD FLUOBORATE,wave2,REVIEW,wave2_expansion,47;68,,combustible_reducing;metal;water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(47, 68) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
13826-88-5,ZINC FLUOROBORATE,wave2,REVIEW,wave2_expansion,60;68,,combustible_reducing;metal;water,True,5,rank_1_of_6,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(60, 68) 물질 6종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
14486-19-2,CADMIUM FLUOROBORATE,wave2,DUPLICATE,wave2_expansion,60;68,,combustible_reducing;metal;water,True,5,rank_2_of_6,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(60, 68) 물질 6종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
14708-14-6,NICKEL FLUOROBORATE,wave2,DUPLICATE,wave2_expansion,47;68,,combustible_reducing;metal;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(47, 68) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
151-50-8,POTASSIUM CYANIDE,wave2,REVIEW,wave2_expansion,19;24;68,,metal;water,True,1,rank_2_of_2,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(19, 24, 68) 물질 2종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
15245-44-0,"LEAD STYPHNATE, [WETTED WITH &gt;= 20 % WATER OR MIXTURE OF ALCOHOL AND WATER]",wave2,REVIEW,wave2_expansion,46;54;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (46, 54, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
15825-70-4,"MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER]",wave2,DUPLICATE,wave2_expansion,46;68,,no_data,False,3,rank_2_of_4,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(46, 68) 물질 4종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
16721-80-5,"SODIUM HYDROSULFIDE, SOLID, WITH LESS THAN 25% WATER OF CRYSTALLIZATION",wave2,REVIEW,wave2_expansion,19;63;68,,combustible_reducing;metal;water,True,1,rank_1_of_2,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(19, 63, 68) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
16940-81-1,HEXAFLUOROPHOSPHORIC ACID,wave2,REVIEW,wave2_expansion,3;29;68,,combustible_reducing;metal;water,True,1,rank_1_of_2,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(3, 29, 68) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
16961-83-4,FLUOROSILICIC ACID,wave2,DUPLICATE,wave2_expansion,3;29;68,,combustible_reducing;metal;water,True,1,rank_2_of_2,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(3, 29, 68) 물질 2종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,wave2,REVIEW,wave2_expansion,8;12;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (8, 12, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER",wave2,REVIEW,wave2_expansion,17;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (17, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
1918-00-9,DICAMBA,wave2,REVIEW,wave2_expansion,2;16;28;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (2, 16, 28, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
21351-79-1,CESIUM HYDROXIDE,wave2,DUPLICATE,wave2_expansion,18;68,,metal;water,True,4,rank_5_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(18, 68) 물질 5종 중 5순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",wave2,REVIEW,wave2_expansion,46;64;68,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (46, 64, 68)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",wave2,DUPLICATE,wave2_expansion,53;68,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(53, 68) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
2492-26-4,SODIUM 2-MERCAPTOBENZOTHIAZOL SOLUTION,wave2,REVIEW,wave2_expansion,17;64;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (17, 64, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
25167-32-2,DODECYL DIPHENYL ETHER DISULFONATE SOLUTION,wave2,REVIEW,wave2_expansion,28;61;66;68,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (28, 61, 66, 68)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
